project_name,project_version,Lines_of_Code,Proxy_Indentation,McCabe_Cyclomatic_Complexity,Nested_Block_Depth,McClure,Difficulty,Maintainability_Index,FanOut,Readability,Effort,label
Closure,137,1.909090909,0.23923445,2.4,0.5,1.833333333,1.172619048,-0.971247357,2.25,-0.026315789,3.279479954,1
Closure,163,-0.181818182,0.291866029,-0.2,0,0.25,0.486111111,0.165327696,-0.333333333,-0.026315789,0.147759087,1
Closure,138,1.681818182,0.655502392,2.6,1,2.166666667,2.432539683,-0.913460183,0.583333333,-0.026315789,5.24002236,1
Closure,137,2.181818182,0.736842105,2.4,0.5,0.333333333,1.142857143,-1.133051445,3.833333333,-0.026315789,7.234685892,3
Closure,129,0.727272727,0.14354067,1.6,0,0,-0.365079365,-0.568146582,0.916666667,-0.026315789,-0.162793405,3
Closure,84,-0.090909091,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.07653277,0.166666667,-0.026315789,-0.162793405,1
Closure,26,0.136363636,0.866028708,0.2,0.5,0.333333333,0.825396825,-0.175475687,0,1.184210526,0.616621428,1
Closure,134,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.894009866,-0.5,1.131578947,-0.162793405,1
Closure,137,4.681818182,0.612440191,7.4,1,5.583333333,4.202380952,-1.64918957,5.25,-0.026315789,34.56361405,1
Closure,135,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.835377026,-0.416666667,0.710526316,-0.162793405,3
Closure,94,0.090909091,0.540669856,0.2,0,0.333333333,0.984126984,-0.072022551,-0.416666667,0.026315789,0.363877987,1
Closure,74,0.5,0.66507177,0.6,0.5,0.416666667,0.970238095,-0.347145877,-0.166666667,0.473684211,0.613361917,1
Closure,167,0.545454545,-0.368421053,0.8,-0.5,0.75,1.180555556,-0.437914024,0.333333333,-0.026315789,1.250529325,1
Closure,174,0.545454545,0.789473684,0.4,0.5,0.416666667,1.438492063,-0.49739253,0.666666667,-0.026315789,2.539783199,3
Closure,106,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.786610289,-0.416666667,0.026315789,-0.162793405,1
Closure,9,-0.136363636,0.459330144,-0.2,0,-0.25,-0.365079365,0.228188865,-0.083333333,0.815789474,-0.162793405,1
Closure,157,0.818181818,0.976076555,0.6,1,0.833333333,0.80952381,-0.560535588,0.916666667,-0.026315789,1.193397993,1
Closure,114,-0.045454545,0.14354067,-0.2,0,-0.25,-0.365079365,0.062156448,0,1.421052632,-0.162793405,1
Closure,103,4.818181818,1.129186603,7,3,6.583333333,2.958333333,-1.607470049,5.333333333,-0.026315789,19.03579122,0
Closure,17,-0.136363636,-0.153110048,0,-0.5,-0.083333333,-0.001984127,0.116842847,0,0,-0.031283461,3
Closure,111,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.936293164,-0.5,2.421052632,-0.162793405,1
Closure,57,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.045102185,-0.416666667,0.052631579,-0.162793405,1
Closure,124,0.136363636,0.167464115,0.4,0,0.333333333,-0.077380952,-0.150951374,0.25,0,-0.010629139,0
Closure,47,1.818181818,0.66507177,2.6,1,1.333333333,0.257936508,-0.915997181,1.5,-0.026315789,0.860287109,3
Closure,158,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.812825934,-0.416666667,2.552631579,-0.162793405,0
Closure,163,1.590909091,1.291866029,2.4,1.5,1.083333333,1.206349206,-0.906976744,1.75,-0.026315789,3.275943823,3
Closure,142,1.545454545,0.167464115,1.8,0.5,1.333333333,1.494047619,-0.820155039,1.083333333,-0.026315789,2.572198498,1
Closure,158,-0.363636364,-0.526315789,-0.6,-1,-0.416666667,-0.091269841,0.466102889,-0.166666667,2.552631579,-0.094067069,1
Closure,117,0.727272727,0.650717703,1.2,0.5,1.166666667,1.265873016,-0.55602537,0.75,-0.026315789,1.792677628,1
Closure,175,0,1.062200957,0,0.5,0.083333333,0.03968254,-0.076250881,0.416666667,-0.026315789,0.094924592,1
Closure,133,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.611698379,-0.5,2.605263158,-0.162793405,3
Closure,169,0.272727273,0.708133971,0.2,0.5,0.583333333,0.648809524,-0.246793517,0.083333333,0.105263158,0.487425874,2
Closure,43,0.181818182,0.258373206,0.4,0,-0.166666667,-0.01984127,-0.166173362,-0.166666667,0.052631579,0.006802556,1
Closure,92,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.060606061,-0.5,2.552631579,-0.162793405,1
Closure,107,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.846934461,-0.416666667,2.052631579,-0.162793405,2
Closure,169,0.909090909,0.655502392,1.2,1.5,1.166666667,0.553571429,-0.609020437,1,-0.026315789,0.908681846,1
Closure,43,0.227272727,0,0.6,0,0.25,0.275793651,-0.212966878,0.5,-0.026315789,0.188030405,1
Closure,64,-0.227272727,-0.019138756,-0.4,-0.5,0,-0.097222222,0.26906272,0,0.236842105,-0.092702408,1
Closure,158,4.363636364,-0.38277512,3.6,0,2.75,1.128968254,-1.480620155,9.416666667,-0.026315789,9.926451249,1
Closure,151,-0.090909091,0.196172249,-0.2,0,0.416666667,0.617063492,-0.013107822,0.166666667,-0.026315789,0.524064245,1
Closure,71,0,1.602870813,0,0.5,-0.166666667,-0.365079365,-0.001832276,0,0,-0.162793405,2
Closure,103,1.818181818,0.76076555,0.4,1,0.666666667,0.783730159,-0.896828753,2,-0.026315789,2.52990324,1
Closure,10,0.954545455,-0.282296651,0.2,-0.5,0.083333333,2.468253968,-0.663143058,0,-0.026315789,5.284124871,1
Closure,108,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.917406624,-0.416666667,2.210526316,-0.162793405,1
Closure,102,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.109936575,-0.333333333,2.526315789,-0.162793405,3
Closure,176,0.272727273,0.110047847,0.2,0,0.25,0.670634921,-0.241719521,-0.166666667,-0.026315789,0.479777321,3
Closure,163,-0.090909091,-0.205741627,0.2,-0.5,-0.083333333,-0.041666667,0.066102889,-0.333333333,0.157894737,-0.042034773,1
Closure,163,4.545454545,2.593301435,5.2,3,4.583333333,3.176587302,-1.552501762,8.25,-0.026315789,24.37593403,0
Closure,50,1.454545455,1.373205742,2,2,2.083333333,2.805555556,-0.866948555,1.333333333,-0.026315789,6.856098615,1
Closure,163,0.636363636,0.267942584,0.8,0,-0.083333333,0.093253968,-0.481606765,0.833333333,-0.026315789,0.285626689,0
Closure,123,0.681818182,0,1,0,1.083333333,1.361111111,-0.561099366,2.083333333,-0.026315789,2.32559142,1
Closure,64,-0.318181818,-0.205741627,-0.4,-0.5,-0.166666667,0.349206349,0.414235377,-0.333333333,0.973684211,-0.011131666,3
Closure,108,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.710782241,-0.333333333,0.052631579,-0.162793405,1
Closure,97,4.863636364,0.258373206,5.2,0.5,3.166666667,7.900793651,-1.53192389,0.083333333,-0.026315789,41.21708592,1
Closure,109,2.409090909,2.425837321,2,1.5,0.833333333,0.636904762,-0.971529246,1.75,-0.026315789,1.240262098,1
Closure,34,-0.272727273,-0.162679426,-0.4,-0.5,-0.25,0.053571429,0.38012685,-0.333333333,0.157894737,-0.088719075,1
Closure,95,-0.272727273,-0.076555024,-0.4,-0.5,-0.166666667,0.771825397,0.315010571,-0.416666667,0.052631579,0.150197956,1
Closure,167,-0.318181818,0.540669856,-0.2,0,0,-0.365079365,0.429175476,-0.25,0,-0.162793405,1
Closure,158,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.198731501,-0.5,2.263157895,-0.162793405,3
Closure,143,-0.045454545,0.311004785,-0.4,0,-0.083333333,-0.043650794,0.025792812,0.083333333,1.736842105,-0.022477712,1
Closure,34,-0.5,-0.526315789,-0.4,-1,-0.25,-0.365079365,0.979704017,-0.416666667,2.605263158,-0.162793405,1
Closure,157,2.318181818,-1.019138756,-0.4,-0.5,-0.083333333,0.726190476,-1.092459479,4.5,-0.026315789,6.357937564,1
Closure,52,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.869626498,-0.5,1.789473684,-0.162793405,1
Closure,60,-0.090909091,0.401913876,0.2,1,0.166666667,-0.365079365,0.168992248,-0.333333333,0.184210526,-0.162793405,1
Closure,30,2.045454545,1.043062201,2.4,1.5,2,4.573412698,-1.04820296,0.333333333,-0.026315789,15.69757323,1
Closure,137,0.227272727,-0.215311005,0.4,-0.5,0.25,0.291666667,-0.244538407,0.666666667,-0.026315789,0.303035332,1
Closure,3,1.090909091,0.081339713,2.2,0,1.583333333,0.549603175,-0.68372093,0.583333333,-0.026315789,0.844132478,1
Closure,75,1.318181818,0.248803828,1.6,0.5,1.416666667,1.821428571,-0.799295278,0.833333333,-0.026315789,3.948799871,2
Closure,86,2.636363636,1.535885167,1.8,1.5,0.833333333,1.093253968,-1.106553911,1.75,-0.026315789,4.119479262,0
Closure,48,0.863636364,-0.401913876,1.2,-0.5,0.916666667,0.58531746,-0.558562368,0.583333333,-0.026315789,0.697694254,1
Closure,62,1,-0.196172249,0.4,0,-0.25,-0.013888889,-0.704016913,2.333333333,-0.026315789,0.619355359,1
Closure,152,2.545454545,0.779904306,4,1.5,2.583333333,1.339285714,-1.137561663,3.25,-0.026315789,3.98908041,2
Closure,163,-0.272727273,-0.162679426,-0.2,-0.5,-0.25,-0.365079365,0.481042988,-0.416666667,1.578947368,-0.162793405,1
Closure,54,0.363636364,0.33492823,1,0,0.833333333,1.083333333,-0.397040169,0.5,0,1.450212364,1
Closure,174,-0.227272727,-0.019138756,-0.2,-0.5,-0.166666667,-0.365079365,0.268498943,-0.25,0.289473684,-0.162793405,1
Closure,161,0.045454545,1.679425837,0.2,1,0.166666667,-0.053571429,-0.045806906,0.166666667,0.078947368,-0.038258905,2
Closure,167,3.590909091,1.459330144,3.2,1.5,2.333333333,4,-1.388160677,2.833333333,-0.026315789,28.79612962,1
Closure,54,-0.227272727,0.133971292,-0.2,-0.5,-0.083333333,-0.027777778,0.323749119,-0.333333333,1.947368421,-0.104790719,1
Closure,16,-0.090909091,0.842105263,0,0.5,0,-0.365079365,0.092036646,0.416666667,0.052631579,-0.162793405,3
Closure,61,-0.181818182,0.674641148,-0.2,0,0.333333333,0.339285714,0.104721635,-0.166666667,0.921052632,0.225816751,1
Closure,139,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.308386187,-0.5,2.605263158,-0.162793405,1
Closure,156,0.090909091,-0.162679426,-0.2,-0.5,-0.083333333,-0.365079365,-0.10162086,0.333333333,-0.026315789,-0.162793405,3
Closure,66,0.409090909,0.406698565,-0.6,0,-0.416666667,-0.365079365,-0.31106413,0.583333333,-0.026315789,-0.162793405,1
Closure,150,5.363636364,1.655502392,4,2,4.833333333,6.920634921,-1.560112755,0.916666667,-0.026315789,43.73531808,3
Closure,85,0.272727273,-0.177033493,0.2,-0.5,0.5,1.718253968,-0.251021846,-0.166666667,0.447368421,1.213305441,3
Closure,121,1.772727273,0.392344498,1.6,0.5,1.5,1.045634921,-0.948414376,1.75,-0.026315789,3.66036318,3
Closure,76,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.913460183,-0.5,2.578947368,-0.162793405,1
Closure,49,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.864693446,-0.416666667,2.447368421,-0.162793405,1
Closure,26,-0.318181818,0.014354067,-0.4,-0.5,-0.166666667,-0.365079365,0.460465116,-0.166666667,0.052631579,-0.162793405,3
Closure,167,0.772727273,-0.09569378,1.6,3,0.833333333,0.722222222,-0.521634954,1,-0.026315789,0.689861286,1
Closure,134,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.742494715,-0.5,2.605263158,-0.162793405,1
Closure,148,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,1.033262861,-0.5,2.342105263,-0.162793405,1
Closure,75,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.936293164,-0.5,2.5,-0.162793405,3
Closure,148,0.318181818,0.186602871,0.8,0,0.25,0.761904762,-0.254122622,-0.416666667,-0.026315789,0.409183797,3
Closure,156,-0.136363636,-0.153110048,-0.4,-0.5,-0.25,-0.015873016,0.145031712,0.166666667,0.157894737,-0.048742818,1
Closure,21,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.126984127,0.881888654,-0.333333333,2.078947368,-0.150368539,1
Closure,110,1.545454545,0.267942584,2.6,0.5,1.25,0.509920635,-0.901338971,1.416666667,-0.026315789,1.714472433,1
Closure,122,-0.409090909,-0.66507177,-0.6,-1,-0.416666667,-0.365079365,0.876814658,-0.5,2.605263158,-0.162793405,1
Closure,165,0,0.789473684,0.2,0.5,1,0.634920635,-0.112896406,0.333333333,0,0.619678083,2
Closure,156,1.227272727,0.162679426,1.2,1.5,1.75,1.045634921,-0.775052854,3.25,-0.026315789,2.683939305,3
Closure,19,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.810570825,-0.333333333,1.184210526,-0.162793405,3
Closure,64,-0.5,-0.526315789,-0.4,-1,0,-0.365079365,0.852008457,-0.25,0,-0.162793405,1
Closure,170,0.363636364,1.377990431,0.2,0.5,0.416666667,0.462301587,-0.361522199,1.333333333,-0.026315789,0.701207333,1
Closure,25,-0.090909091,-0.114832536,-0.2,-0.5,0.166666667,-0.043650794,0.142494715,-0.166666667,0.552631579,-0.085339696,2
Closure,37,1.136363636,1.052631579,1.6,1,1.666666667,1.299603175,-0.784073291,1.833333333,-0.026315789,3.660211038,2
Closure,59,-0.318181818,-0.090909091,-0.2,-0.5,-0.25,-0.365079365,0.397885835,-0.333333333,-0.026315789,-0.162793405,1
Closure,80,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.929245948,-0.25,2.578947368,-0.162793405,1
Closure,165,0.863636364,0.483253589,0.8,0.5,0.916666667,4.857142857,-0.68794926,-0.166666667,-0.026315789,12.34889899,1
Closure,101,0,0.564593301,-0.2,0,0.25,-0.013888889,-0.060747005,0.666666667,0.157894737,0.047221406,2
Closure,148,0.227272727,0.09569378,0.4,0,0.416666667,0.876984127,-0.24397463,-0.25,0,0.715351855,0
Closure,83,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.936293164,-0.5,1.973684211,-0.162793405,0
Closure,68,1.727272727,0.703349282,1.4,1.5,1.583333333,3.111111111,-0.895983087,0.083333333,-0.026315789,7.147177031,1
Closure,8,0.636363636,-0.043062201,0.8,0,0.583333333,0.299603175,-0.455673009,1.166666667,-0.026315789,0.382153374,3
Closure,169,-0.227272727,-0.019138756,-0.2,0,-0.083333333,-0.365079365,0.341226216,-0.333333333,1.026315789,-0.162793405,1
Closure,169,0.954545455,-0.105263158,0.8,0,0.083333333,-0.013888889,-0.675546159,1,-0.026315789,0.48044121,1
Closure,41,0.090909091,0.038277512,0,0,-0.083333333,-0.365079365,-0.090345314,-0.166666667,0,-0.162793405,0
Closure,99,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.980549683,-0.416666667,2.342105263,-0.162793405,1
Closure,79,-0.045454545,0.181818182,0,0.5,0.5,0.031746032,0.010007047,-0.083333333,0,0.014017738,1
Closure,96,1.545454545,-0.397129187,0,0,0.166666667,0.05952381,-0.631289641,0.75,-0.026315789,0.093343246,2
Closure,13,1.090909091,0.736842105,0.8,1,1.166666667,3.738095238,-0.680338266,-0.166666667,-0.026315789,5.844271941,3
Codec,11,0.090909091,0.80861244,-0.2,0,-0.083333333,-0.077380952,-0.052290345,0.166666667,0.078947368,-0.055178852,1
Codec,11,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.013248767,-0.333333333,0.447368421,-0.162793405,1
Codec,2,0.545454545,0.354066986,0,0,0.083333333,0.071428571,-0.37589852,0.416666667,0.184210526,0.149271278,1
Codec,3,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.996053559,-0.416666667,1.105263158,-0.162793405,1
Codec,10,1.181818182,0.444976077,1.8,1,1.416666667,2.611111111,-0.766032417,-0.083333333,-0.026315789,5.184961071,1
Codec,5,-0.090909091,0.224880383,0,0,0.416666667,0.478174603,0.032276251,0.333333333,0.789473684,0.2506296,1
Codec,1,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.045102185,-0.5,2.605263158,-0.162793405,0
Codec,17,0.363636364,0.33492823,0.8,0,0.5,0.573412698,-0.326286117,0.083333333,0,0.510800297,3
Codec,8,-0.363636364,-0.114832536,-0.4,-0.5,-0.25,-0.101190476,0.52670895,0.083333333,2.026315789,-0.120664119,1
Codec,13,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.762649753,-0.333333333,1.236842105,-0.162793405,1
Codec,15,2.181818182,0.909090909,1.6,1,1.583333333,3.41468254,-1.037209302,1.75,-0.026315789,11.36017934,1
Codec,1,-0.045454545,-0.129186603,-0.4,-0.5,-0.166666667,-0.037698413,0.00521494,0.083333333,0.5,0.001901765,1
Codec,18,-0.090909091,0.196172249,0,0,0.083333333,0.021825397,0.03453136,0.25,0.578947368,0.024275744,2
Codec,6,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.812825934,-0.416666667,2.552631579,-0.162793405,0
Codec,1,0,0.090909091,-0.2,0,-0.25,-0.365079365,0.077942213,0.166666667,0.289473684,-0.162793405,1
Codec,7,0.590909091,0.14354067,0.6,0,0.416666667,3.28968254,-0.438195913,-0.416666667,-0.026315789,2.948070285,1
Codec,14,0.5,0.464114833,0.4,0.5,0.166666667,0.353174603,-0.418745595,0.75,-0.026315789,0.548485215,1
Collections,25,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,1.033262861,-0.416666667,-0.026315789,-0.162793405,1
Collections,25,-0.045454545,-0.253588517,-0.2,-0.5,-0.416666667,-0.365079365,-0.009725159,0.083333333,-0.026315789,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,1.909090909,1.717703349,2,2.5,1.416666667,2.60515873,-0.952924595,1.75,-0.026315789,6.243287633,3
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.666384778,-0.5,2.605263158,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-1051_bda25b40,5.5,0.909090909,5,1,3.083333333,1.98015873,-1.664129669,10.75,-0.026315789,21.34375962,1
commons-math,remotes/origin/bugs-dot-jar_MATH-867_bfbb156d,0.409090909,1.698564593,-0.2,0.5,-0.25,-0.057539683,-0.291613813,0.416666667,0.026315789,0.02678838,3
commons-math,remotes/origin/bugs-dot-jar_MATH-434_133cbc2d,3.318181818,-0.224880383,2.2,0,0.166666667,0.091269841,-1.234813249,5.416666667,-0.026315789,1.467348997,1
commons-math,remotes/origin/bugs-dot-jar_MATH-691_118f0cc0,-0.227272727,-0.019138756,-0.2,-0.5,-0.166666667,-0.365079365,0.366314306,-0.333333333,2.210526316,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-724_9c8bb934,0.5,1.066985646,1,1.5,1.833333333,0.890873016,-0.472586328,0.916666667,-0.026315789,1.411697585,2
commons-math,remotes/origin/bugs-dot-jar_MATH-657_32b0f733,-0.363636364,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.56448203,-0.333333333,1.131578947,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-367_3a15d8ce,0.045454545,-0.181818182,-0.2,-0.5,-0.083333333,-0.049603175,-0.03875969,0.083333333,0.289473684,-0.031638457,1
commons-math,remotes/origin/bugs-dot-jar_MATH-855_ac597cc1,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.025369979,-0.25,2.552631579,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-891_2b852d79,4.909090909,2.363636364,7.8,2,3.166666667,2.023809524,-1.635658915,4.916666667,-0.026315789,13.14151323,3
commons-math,remotes/origin/bugs-dot-jar_MATH-329_6dd3724b,-0.409090909,-0.492822967,-0.4,-1,-0.166666667,-0.033730159,0.534883721,-0.166666667,0.184210526,-0.074851172,1
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,1.045454545,1.535885167,1.4,1,0.25,0.259920635,-0.676391825,0.5,-0.026315789,0.684826795,3
commons-math,remotes/origin/bugs-dot-jar_MATH-349_4cc9a49d,-0.318181818,-0.205741627,-0.2,-0.5,-0.166666667,0.329365079,0.38012685,-0.333333333,0.526315789,0.015290192,1
commons-math,remotes/origin/bugs-dot-jar_MATH-867_bfbb156d,0.909090909,1.607655502,0.6,1.5,0.416666667,0.531746032,-0.61042988,0.916666667,-0.026315789,1.042469298,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_faf99727,0.954545455,1.148325359,1.4,2,1.166666667,0.428571429,-0.676391825,1.833333333,-0.026315789,1.117318165,3
commons-math,remotes/origin/bugs-dot-jar_MATH-1115_2a6c6409,-0.272727273,0.157894737,-0.4,-0.5,-0.25,-0.117063492,0.312755462,0,1.131578947,-0.09340318,3
commons-math,remotes/origin/bugs-dot-jar_MATH-286_dbdff075,1,0.851674641,1.2,0.5,1.666666667,0.456349206,-0.708527132,1.166666667,-0.026315789,1.415911435,1
commons-math,remotes/origin/bugs-dot-jar_MATH-988_d270055e,-0.045454545,-0.162679426,0.4,-0.5,0.416666667,0.367063492,-0.016490486,0.166666667,-0.026315789,0.194683126,1
commons-math,remotes/origin/bugs-dot-jar_MATH-318_83f18d52,-0.5,-0.526315789,-0.4,-1,-0.25,-0.365079365,1.038618746,-0.5,2.605263158,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-377_c640932d,2.318181818,1.244019139,4.6,1.5,2.25,3.23015873,-1.124876674,2.083333333,-0.026315789,8.691101468,2
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,-0.045454545,-0.368421053,-0.4,-0.5,-0.25,-0.365079365,0.039605356,0.583333333,0.026315789,-0.162793405,2
commons-math,remotes/origin/bugs-dot-jar_MATH-326_ce185345,1.863636364,0.837320574,1.6,1,1.5,2.015873016,-0.957998591,1.416666667,-0.026315789,5.980922414,1
commons-math,remotes/origin/bugs-dot-jar_MATH-358_061f5017,3.545454545,1.186602871,4.2,1,3.666666667,1.343253968,-1.338548273,3.416666667,-0.026315789,6.536330054,3
commons-math,remotes/origin/bugs-dot-jar_MATH-370_495f04bc,-0.045454545,-0.253588517,0,-0.5,0,-0.063492063,0.031994362,-0.25,0,-0.046834137,1
commons-math,remotes/origin/bugs-dot-jar_MATH-373_bfe4623c,-0.363636364,0.133971292,-0.4,-0.5,-0.083333333,-0.365079365,0.507540521,-0.166666667,0.078947368,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-546_b6bf8f41,-0.272727273,-0.076555024,-0.4,-0.5,-0.166666667,0.878968254,0.305426357,-0.416666667,1.973684211,0.203650237,1
commons-math,remotes/origin/bugs-dot-jar_MATH-519_26a61077,0.590909091,0.574162679,0.2,0,0.166666667,0,-0.40098661,0.5,-0.026315789,0.100281807,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1106_e2dc384d,-0.090909091,0.842105263,0,0.5,0,-0.365079365,0.092036646,0.416666667,0.052631579,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-373_bfe4623c,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.045102185,-0.5,2.552631579,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,-0.318181818,-0.090909091,-0.4,-0.5,-0.416666667,-0.365079365,0.647639183,-0.333333333,2.526315789,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-939_49444ee6,-0.318181818,-0.205741627,-0.2,-0.5,-0.083333333,0.180555556,0.377307963,-0.166666667,0.921052632,-0.020324683,3
commons-math,remotes/origin/bugs-dot-jar_MATH-1211_a06a1584,-0.181818182,0.157894737,-0.4,-0.5,0,0.047619048,0.219732206,-0.25,0.078947368,-0.053970943,1
commons-math,remotes/origin/bugs-dot-jar_MATH-778_5b9302d5,2.318181818,2.291866029,3.2,2,1.75,0.702380952,-1.084566596,2.416666667,-0.026315789,2.559911943,1
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.911486963,-0.5,0.052631579,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,-0.363636364,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.440169133,-0.333333333,2,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-938_73605560,2.045454545,-0.177033493,2.4,0,1.666666667,1.130952381,-0.99154334,2.25,-0.026315789,3.099796569,0
commons-math,remotes/origin/bugs-dot-jar_MATH-1165_596ccd59,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.714728682,-0.333333333,-0.026315789,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,0,-0.138755981,-0.2,-0.5,0.166666667,0.06547619,-0.015362932,1,0,0.025870922,3
commons-math,remotes/origin/bugs-dot-jar_MATH-716_faa77857,-0.227272727,0.133971292,-0.2,-0.5,0,0.464285714,0.252995067,-0.25,0.447368421,0.068562669,1
commons-math,remotes/origin/bugs-dot-jar_MATH-880_2a9cbbab,-0.545454545,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.295137421,-0.5,2.605263158,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1096_19c1c3bb,0.181818182,0.387559809,0,0,0.166666667,-0.365079365,-0.132064834,0.166666667,0.105263158,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-370_495f04bc,0.590909091,0.076555024,0.6,0,0.583333333,0.509920635,-0.446088795,0.583333333,-0.026315789,0.623997971,3
commons-math,remotes/origin/bugs-dot-jar_MATH-305_ef9b639a,2,1.296650718,2.6,1.5,2.5,3.55952381,-1.002536998,0,-0.026315789,9.154652697,3
commons-math,remotes/origin/bugs-dot-jar_MATH-757_76b7413d,0.636363636,0.507177033,1.4,0.5,0.833333333,1.089285714,-0.4931642,0.5,-0.026315789,1.184527699,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1300_1d635088,-0.454545455,-0.602870813,-0.4,-1,-0.416666667,-0.365079365,0.768569415,-0.5,0.078947368,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-1203_4aa4c6d3,1.636363636,1.23923445,2.2,1.5,2.416666667,1.557539683,-0.930091614,3.333333333,-0.026315789,4.669345274,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1208_ce2badf0,0.045454545,0.5215311,0,0,-0.083333333,-0.099206349,-0.070894996,0.083333333,-0.026315789,-0.030711779,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1241_471e6b07,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.198731501,-0.416666667,2.578947368,-0.162793405,3
commons-math,remotes/origin/bugs-dot-jar_MATH-640_98556fed,-0.181818182,-0.090909091,-0.2,-0.5,-0.25,-0.365079365,0.184214235,-0.166666667,0.026315789,-0.162793405,1
commons-math,remotes/origin/bugs-dot-jar_MATH-1241_471e6b07,0.772727273,-0.071770335,0.6,0.5,1.166666667,0.666666667,-0.532346723,1.166666667,-0.026315789,0.92270189,1
commons-math,remotes/origin/bugs-dot-jar_MATH-988_d270055e,3.136363636,0.186602871,2.6,0.5,2.25,2.767857143,-1.264693446,2.666666667,-0.026315789,14.38575174,3
